# g=1.0
# kappa=1.0
# gamma=0.0
# Omega12=0.2
# rabi_b=1.5
# rabi_l=1.0
# detuning_bc=0.0
# detuning_ca=0.0
# detuning_al=0.0
t,estado_0,estado_1,estado_2,estado_3,N_expect,X_expect,P_expect
0.3003003003003003,(0.9156259337321672+7.430153605531381e-20j),(0.04123528326007539-2.0482937995925414e-19j),(0.04123528326007539+1.4284485878155767e-19j),(0.0019034997476818794-9.42383265674914e-22j),(0.13274991727795316+3.3813125845510695e-20j),(-0.5152123165386268-5.418860192834884e-21j),(0.001429535622630436-7.99090882439707e-17j)
0.3153153153153153,(0.9052207226927679+8.697852660922188e-20j),(0.046179258562740896-2.397893943825749e-19j),(0.046179258562740896+1.8049982946265985e-19j),(0.0024207601817501164-1.282940357708198e-21j),(0.14274997328655106+4.564616981871506e-20j),(-0.534249175490441+1.2475537998524763e-20j),(0.001656824587918984-8.518440943947048e-17j)
0.3303303303303303,(0.8941311682191634+9.862920620228367e-20j),(0.05141161430832563-2.459122877162558e-19j),(0.05141161430832563+1.9240037933014094e-19j),(0.0030456031641850623-2.0200529406619087e-21j),(0.15275982188049778+5.655496452882007e-20j),(-0.5526422258805159+2.6114091938299084e-20j),(0.00190628665912139-4.558900728712095e-17j)
0.34534534534534533,(0.8823608634320516+1.1428517828239062e-19j),(0.056922649200962926-2.9760305329696125e-19j),(0.05692264920096294+2.1776446311926804e-19j),(0.0037938381660221495-2.9466431706183088e-21j),(0.1627472467922905+7.384959900239716e-20j),(-0.5703958013345451+2.4671488950006603e-20j),(0.0021786589171232367-4.9653071368047086e-17j)
0.36036036036036034,(0.8699169891245402+1.2721146259139977e-19j),(0.06270022200838918-3.415735712520512e-19j),(0.06270022200838918+2.447159169867639e-19j),(0.004682566858681186-4.1350823977051696e-21j),(0.17268226823078475+8.031846667325005e-20j),(-0.5875151593777145+2.5429351827227687e-19j),(0.002474601622280194-7.946863111139846e-17j)
0.37537537537537535,(0.8568103762756761+1.457410214921543e-19j),(0.06872973386189042-3.421240018456369e-19j),(0.06872973386189042+2.5212391485115207e-19j),(0.005730156000542757-5.728399238073584e-21j),(0.18253721597537484+8.740808129935158e-20j),(-0.6040064914075081+2.7341297095082756e-19j),(0.002794691915133588-8.211137390683187e-17j)
0.39039039039039036,(0.8430555397006083+1.889607226863538e-19j),(0.07499413470125971-3.729250781373834e-19j),(0.0749941347012597+2.4935232965508893e-19j),(0.006956190896872061-7.93671411098728e-21j),(0.1922867941187872+1.3548195281796586e-19j),(-0.6198769299935573+2.724402065504652e-19j),(0.0031394177637455527-8.163703545636947e-17j)
0.40540540540540543,(0.828670681048508+2.2190403744565043e-19j),(0.08147395536009212-4.2502908601670324e-19j),(0.08147395536009212+2.5034816654633075e-19j),(0.008381408231307352-1.1309158794537346e-20j),(0.20190813702486582+1.6942849096407677e-19j),(-0.6351345533715856+6.711412618010245e-20j),(0.0035091722245066247-8.943482076879256e-17j)
0.42042042042042044,(0.8136776600134586+2.6192765860068538e-19j),(0.08814736621607122-4.5408350839729445e-19j),(0.08814736621607121+2.3784547970961605e-19j),(0.010027607554398825-1.515142300531962e-20j),(0.21138085619922042+2.003116036352474e-19j),(-0.6497883870377702+3.2713007993002117e-19j),(0.0039042480728614056-1.230061246002695e-16j)
0.43543543543543545,(0.7981019325414034+3.1377909289938046e-19j),(0.09499026340165981-4.3160120117379087e-19j),(0.09499026340165978+2.0437040163551158e-19j),(0.011917540655276927-1.9148836851431876e-20j),(0.2206870777582926+2.4728138140742647e-19j),(-0.6638484023439769+3.1693259733846745e-19j),(0.004324832865860598-1.2746151790282712e-16j)
0.45045045045045046,(0.781972454920978+3.476181346260913e-19j),(0.1019763834446768-3.901218214910177e-19j),(0.10197638344467679+1.7635480984992751e-19j),(0.014074778189668014-2.4042404556606814e-20j),(0.22981147016642978+3.0187069374822337e-19j),(-0.6773255119871106+3.4310128319719503e-19j),(0.004771004518702682-1.2862872930414354e-16j)
0.46546546546546547,(0.7653215541184546+3.518497615817073e-19j),(0.10907744600313368-3.632474250205322e-19j),(0.10907744600313367+1.8270826981243976e-19j),(0.016523553875278006-3.0104426856777663e-20j),(0.23874126229356024+3.2369920156193243e-19j),(-0.6902315624048866+3.5462887221373402e-19j),(0.0052427274044965395-1.3590474232105798e-16j)
0.4804804804804805,(0.7481847632364068+3.460691429540052e-19j),(0.11626332542128492-3.36753497058592e-19j),(0.11626332542128491+1.916492042722553e-19j),(0.019288585921023112-3.7388388622796916e-20j),(0.2474662513065354+3.338866982610666e-19j),(-0.7025793229056561+4.413306352990922e-19j),(0.005739849152020194-1.373853559128585e-16j)
0.4954954954954955,(0.7306006236505487+3.7882506196662213e-19j),(0.12350224987457976-2.2830163912504634e-19j),(0.12350224987457975+1.1238822814231732e-19j),(0.022394876600291633-4.511245624957136e-20j),(0.2559788008361672+4.0821456802145e-19j),(-0.7143824716746631+7.956815748270084e-20j),(0.006262098035850219-1.2929957939836895e-16j)
0.5105105105105106,(0.7126104548626129+3.828367823899492e-19j),(0.13076102679704119-8.417667659468247e-20j),(0.13076102679704119+1.5635975181738696e-20j),(0.0258674915433046-5.2442206499205885e-20j),(0.26427382921280224+4.660485306772314e-19j),(-0.7256555785436728+6.845680575039853e-19j),(0.006809081187698234-9.426460263403658e-17j)
0.5255255255255256,(0.6942580928211928+3.382821262289922e-19j),(0.13800529406742998+4.649570585068228e-20j),(0.13800529406742995-3.3094554236294994e-20j),(0.029731319043946887-5.951060970736393e-20j),(0.2723487880465181+4.783067993436112e-19j),(-0.7364140846190493+1.0421152229188064e-18j),(0.007380283516013665-9.483719690638048e-17j)
0.5405405405405406,(0.6755895981279086+3.4019968760527137e-19j),(0.1451997954305271+1.3775356666789918e-19j),(0.1451997954305271-4.087156244249323e-20j),(0.034010811011036826-6.84967542248373e-20j),(0.28020363113897123+5.374222308457617e-19j),(-0.7466742787256679+1.1476767039703736e-18j),(0.00797506748424994-1.0336343055344227e-16j)
0.5555555555555556,(0.6566529401908066+3.5906949618516033e-19j),(0.15230867455216637+2.134821036446495e-19j),(0.15230867455216632-9.3188346430896e-20j),(0.03872971070486024-7.912268477847007e-20j),(0.28784077458239465+5.922735090027069e-19j),(-0.7564532708630708+9.560222647642873e-19j),(0.008592673772859395-7.898074013377998e-17j)
0.5705705705705706,(0.6374976543191179+3.4018877062312327e-19j),(0.15929579053111487+3.40758371858183e-19j),(0.15929579053111487-2.7520930962579807e-19j),(0.04391076461865238-9.069767807665285e-20j),(0.2952650476577099+5.94279401602982e-19j),(-0.7657689625982533+1.8516801971469048e-18j),(0.009232222772366343-8.122198931221486e-17j)
0.5855855855855856,(0.6181744800989035+2.7171244552887146e-19j),(0.16612504700104092+5.6394432238968635e-19j),(0.1661250470010409-4.646194431470407e-19j),(0.049575425899014466-1.039998896520199e-19j),(0.3024836355445339+6.148796134623668e-19j),(-0.7746400145981283+2.165413259876017e-18j),(0.009892717045485992-1.3235906240385148e-16j)
0.6006006006006006,(0.5987349845794179+2.0513505890028476e-19j),(0.17276073164057196+8.82162978383825e-19j),(0.17276073164057193-6.653551708924781e-19j),(0.055743552139437956-1.1788198112259994e-19j),(0.3095060143931309+6.62462689615526e-19j),(-0.7830858114472758+2.0754160092302477e-18j),(0.010573044684942925-1.2273676812304263e-16j)
0.6156156156156156,(0.5792311680182184+2.341235582470539e-19j),(0.17916786813384128+1.2346617160359805e-18j),(0.17916786813384122-9.522797941648363e-19j),(0.06243309571409869-1.3070862917649718e-19j),(0.3163438784072484+7.004052127589647e-19j),(-0.7911264236660036+2.0335937574595666e-18j),(0.011271983591465928-1.1379887646361525e-16j)
0.6306306306306306,(0.5597150699799847+2.403988134179365e-19j),(0.18531256406394467+1.6373715939367979e-18j),(0.18531256406394464-1.2676933900777902e-18j),(0.06965980189212605-1.4437480393758603e-19j),(0.32301106129551+6.919319123286736e-19j),(-0.7987825674771979+2.5668274675357504e-18j),(0.011988206700371833-1.1094606949726277e-16j)
0.6456456456456456,(0.5402383644707254+2.1409660241289547e-19j),(0.1911623653011814+2.096676960830029e-18j),(0.1911623653011814-1.6332577813735664e-18j),(0.07743690492691165-1.5851254336355748e-19j),(0.3295234506273422+6.812684941349239e-19j),(-0.8060755619970943+2.305319279960786e-18j),(0.012720288073961026-7.426954288115156e-17j)
0.6606606606606606,(0.5208519604420013+1.7835381884847746e-19j),(0.19668660168370003+2.586032077271012e-18j),(0.1966866016837-2.0328525580285102e-18j),(0.08577483619059831-1.7152433843786844e-19j),(0.33589889720041777+6.832741651035561e-19j),(-0.8130272843429431+2.54467226200913e-18j),(0.013466709893800832-7.592633932598097e-17j)
0.6756756756756757,(0.5016056098067775+7.203621541553687e-20j),(0.20185672203922567+3.017974367956895e-18j),(0.20185672203922564-2.3091198874678026e-18j),(0.09468094611477099-1.8349382574548489e-19j),(0.3421571197096574+5.27265430463955e-19j),(-0.8196601227445263+2.3359051102905468e-18j),(0.014225870293061233-7.946354891371493e-17j)
0.6906906906906907,(0.4825475273903849+3.7057628663930695e-20j),(0.20664661448367266+3.4877812092110574e-18j),(0.2066466144836726-2.6607933211694862e-18j),(0.10415924364226967-1.9575809502186535e-19j),(0.34831960530482836+4.514551132080178e-19j),(-0.8259969278259125+2.723343274320584e-18j),(0.014996091954765823-5.408982994576511e-17j)
