# g=0.0
# kappa=1.0
# gamma=0.0
# rabi_b=1.5
# rabi_l=None
# detuning_bc=0.0
# detuning_ca=0.0
# detuning_al=None
t,estado_0,estado_1,N_expect,X_expect,P_expect
0.8258258258258259,(1.0000000000000002+0j),0j,(1.02990078928689+0j),(-1.4352008836238066+0j),-7.017397859636708e-17j
0.8408408408408409,(1+0j),0j,(1.0602575308029767+0j),(-1.4561988392457137+0j),-1.111573887294736e-16j
0.8558558558558559,(1+0j),0j,(1.0908232020265847+0j),(-1.4770397428304756+0j),-1.2998500931114243e-16j
0.8708708708708709,(1.0000000000000002+0j),0j,(1.1215897429466126+0j),(-1.4977247690325608+0j),-1.495127180697639e-16j
0.8858858858858859,(1.0000000000000004+0j),0j,(1.152549250665737+0j),(-1.518255083720728+0j),-1.1756850042723965e-16j
0.9009009009009009,(1+0j),0j,(1.1836939767794818+0j),(-1.538631844043759+0j),-1.1567109976067682e-16j
0.9159159159159159,(1.0000000000000002+0j),0j,(1.2150163248064427+0j),(-1.5588561984956015+0j),-9.330375439648825e-17j
0.9309309309309309,(1.0000000000000002+0j),0j,(1.2465088476390582+0j),(-1.5789292869802463+0j),5.747190433026375e-19j
0.9459459459459459,(1.0000000000000002+0j),0j,(1.278164245059376+0j),(-1.59885224087583+0j),-1.9677444744236085e-17j
0.960960960960961,(1.0000000000000002+0j),0j,(1.3099753612764056+0j),(-1.6186261830984614+0j),1.3634609570243061e-17j
0.975975975975976,(1+0j),0j,(1.3419351825040842+0j),(-1.6382522281655523+0j),2.0661993854177037e-17j
0.990990990990991,(1+0j),0j,(1.3740368345873073+0j),(-1.657731482258549+0j),1.2033581996715909e-17j
1.006006006006006,(1+0j),0j,(1.4062735806466957+0j),(-1.6770650432854302+0j),1.105621299236552e-16j
1.021021021021021,(1.0000000000000002+0j),0j,(1.4386388187885175+0j),(-1.6962540009423805+0j),1.3215520384823356e-16j
1.0360360360360361,(1.0000000000000004+0j),0j,(1.4711260798253913+0j),(-1.7152994367753243+0j),6.646610605643778e-17j
1.0510510510510511,(1.0000000000000002+0j),0j,(1.5037290250364623+0j),(-1.7342024242409537+0j),1.4731223918377034e-16j
1.0660660660660661,(1.0000000000000002+0j),0j,(1.5364414439808909+0j),(-1.7529640287670711+0j),1.337063197101163e-16j
1.0810810810810811,(1+0j),0j,(1.5692572523267687+0j),(-1.7715853078127208+0j),1.3441948277071189e-16j
1.0960960960960962,(1.0000000000000002+0j),0j,(1.602170489714816+0j),(-1.7900673109278704+0j),1.6507022148797426e-16j
1.1111111111111112,(1.0000000000000002+0j),0j,(1.6351753176732096+0j),(-1.8084110798124162+0j),1.2497585176291477e-16j
1.1261261261261262,(1.0000000000000002+0j),0j,(1.6682660175490855+0j),(-1.8266176483749568+0j),1.0449081224443823e-16j
1.1411411411411412,(1+0j),0j,(1.7014369884909786+0j),(-1.844688042790887+0j),1.7098550850682288e-17j
1.1561561561561562,(0.9999999999999999+0j),0j,(1.734682745433117+0j),(-1.8626232815604615+0j),6.059091121653425e-17j
1.1711711711711712,(1+0j),0j,(1.76799791704672+0j),(-1.8804243755673002+0j),1.1874424884060007e-16j
1.1861861861861862,(1+0j),0j,(1.8013772440301754+0j),(-1.8980923281323046+0j),9.772081647507765e-17j
1.2012012012012012,(0.9999999999999998+0j),0j,(1.8348155769292918+0j),(-1.9156281350739421+0j),1.3163704488892067e-17j
1.2162162162162162,(1+0j),0j,(1.8683078744934571+0j),(-1.9330327847611837+0j),-1.0454093475167182e-17j
1.2312312312312312,(0.9999999999999998+0j),0j,(1.901849201678562+0j),(-1.9503072581713223+0j),1.4381474165447065e-16j
1.2462462462462462,(1.0000000000000002+0j),0j,(1.9354347278762578+0j),(-1.9674525289446114+0j),1.1338966102788e-16j
1.2612612612612613,(1+0j),0j,(1.9690597251950586+0j),(-1.9844695634381926+0j),1.484432907943133e-16j
1.2762762762762763,(1+0j),0j,(2.002719566532104+0j),(-2.0013593207829428+0j),4.0250234034478966e-17j
1.2912912912912913,(0.9999999999999999+0j),0j,(2.036409724079104+0j),(-2.0181227529341585+0j),7.510054055602128e-17j
1.3063063063063063,(0.9999999999999998+0j),0j,(2.0701257670131916+0j),(-2.034760804739829+0j),-2.4085058343450372e-17j
1.3213213213213213,(0.9999999999999998+0j),0j,(2.1038633617787235+0j),(-2.0512744139362513+0j),4.942548565718471e-17j
1.3363363363363363,(0.9999999999999999+0j),0j,(2.1376182668381523+0j),(-2.0676645113111687+0j),7.938139164763886e-17j
1.3513513513513513,(1.0000000000000002+0j),0j,(2.1713863344722673+0j),(-2.0839320206494616+0j),9.896696091371323e-17j
1.3663663663663663,(1+0j),0j,(2.2051635076449854+0j),(-2.1000778588353124+0j),8.883764599730208e-17j
1.3813813813813813,(1.0000000000000002+0j),0j,(2.238945818638635+0j),(-2.116102935894618+0j),3.261167588123693e-17j
1.3963963963963963,(0.9999999999999999+0j),0j,(2.2727293875134813+0j),(-2.132008155047564+0j),-3.386012263017632e-17j
1.4114114114114114,(0.9999999999999999+0j),0j,(2.3065104205920535+0j),(-2.147794412758974+0j),-5.200282136134222e-17j
1.4264264264264264,(1+0j),0j,(2.3402852089929476+0j),(-2.1634625987877927+0j),-7.625570370592971e-17j
1.4414414414414414,(1+0j),0j,(2.3740501270771723+0j),(-2.1790135962399226+0j),-7.208484701331556e-17j
1.4564564564564564,(1.0000000000000002+0j),0j,(2.407801631083618+0j),(-2.194448281615088+0j),-1.137484896916595e-16j
1.4714714714714714,(1+0j),0j,(2.441536257663274+0j),(-2.209767524857506+0j),-4.9370713052121174e-17j
1.4864864864864864,(0.9999999999999999+0j),0j,(2.4752506224818767+0j),(-2.2249721894046655+0j),-5.939887004382928e-17j
1.5015015015015014,(1.0000000000000002+0j),0j,(2.508941418835487+0j),(-2.2400631322360627+0j),-5.1355800185450576e-17j
1.5165165165165164,(0.9999999999999999+0j),0j,(2.542605416290179+0j),(-2.255041203921501+0j),-5.880551727876484e-17j
1.5315315315315314,(1.0000000000000002+0j),0j,(2.576239459235914+0j),(-2.2699072486729417+0j),-1.5556101049905293e-16j
1.5465465465465464,(1.0000000000000002+0j),0j,(2.609840465466238+0j),(-2.2846621043959088+0j),-1.5181829376521203e-16j
1.5615615615615615,(1.0000000000000002+0j),0j,(2.6434054261448146+0j),(-2.299306602690898+0j),-1.2421505330329078e-16j
1.5765765765765765,(1.0000000000000002+0j),0j,(2.676931402085609+0j),(-2.3138415689888667+0j),-1.8854819660018406e-16j
1.5915915915915915,(1+0j),0j,(2.710415525258557+0j),(-2.3282678224971343+0j),-1.1551468901099653e-16j
1.6066066066066067,(0.9999999999999999+0j),0j,(2.7438549948192863+0j),(-2.3425861763460967+0j),-1.0000661011344388e-16j
1.6216216216216217,(1+0j),0j,(2.7772470785296677+0j),(-2.35679743753757+0j),-1.2552089181773378e-16j
1.6366366366366367,(1.0000000000000002+0j),0j,(2.8105891091514716+0j),(-2.3709024070801217+0j),-1.5622980494633785e-16j
1.6516516516516517,(1+0j),0j,(2.8438784854159285+0j),(-2.384901879953756+0j),-1.4844238709841765e-16j
1.6666666666666667,(1+0j),0j,(2.8771126690219346+0j),(-2.398796645224294+0j),-1.965483488056515e-16j
1.6816816816816818,(1.0000000000000002+0j),0j,(2.910289185149146+0j),(-2.4125874860253287+0j),-1.8224261350423118e-16j
1.6966966966966968,(1+0j),0j,(2.943405619782423+0j),(-2.4262751796617184+0j),-9.42094353482545e-17j
1.7117117117117118,(1.0000000000000002+0j),0j,(2.9764596201053535+0j),(-2.4398604975944926+0j),-1.7158465580437715e-16j
1.7267267267267268,(1+0j),0j,(3.0094488925158687+0j),(-2.4533442055226633+0j),-2.8870179813683563e-16j
1.7417417417417418,(1.0000000000000002+0j),0j,(3.042371200522676+0j),(-2.4667270634619194+0j),-2.5599901935091647e-16j
1.7567567567567568,(1.0000000000000002+0j),0j,(3.0752243655390523+0j),(-2.48000982571935+0j),-1.5981930232746328e-16j
1.7717717717717718,(1.0000000000000002+0j),0j,(3.1080062660358565+0j),(-2.4931932409293993+0j),-2.0507292655057394e-16j
1.7867867867867868,(1.0000000000000002+0j),0j,(3.1407148351024685+0j),(-2.506278052148586+0j),-2.365981574274534e-16j
1.8018018018018018,(1.0000000000000002+0j),0j,(3.173348060035834+0j),(-2.5192649968757106+0j),-1.554438405488053e-16j
1.8168168168168168,(1.0000000000000002+0j),0j,(3.2059039813654393+0j),(-2.532154807093227+0j),-1.6928166641533717e-16j
1.8318318318318318,(1.0000000000000002+0j),0j,(3.2383806918803804+0j),(-2.54494820930852+0j),-2.5129036707523895e-16j
1.8468468468468469,(1.0000000000000002+0j),0j,(3.270776335756204+0j),(-2.5576459245864225+0j),-2.4961505147192694e-16j
1.8618618618618619,(1.0000000000000002+0j),0j,(3.303089108202+0j),(-2.570248668525423+0j),-2.1726383601260346e-16j
1.8768768768768769,(1+0j),0j,(3.33531725252444+0j),(-2.5827571515168395+0j),-1.0661125968155341e-16j
1.8918918918918919,(1.0000000000000002+0j),0j,(3.367459060762643+0j),(-2.5951720786202106+0j),-1.6405315945935452e-16j
1.906906906906907,(1.0000000000000002+0j),0j,(3.399512872953098+0j),(-2.60749414957275+0j),-6.492110696557119e-17j
1.921921921921922,(1.0000000000000002+0j),0j,(3.4314770751358696+0j),(-2.619724058982804+0j),-2.1676179492004823e-16j
1.936936936936937,(1.0000000000000002+0j),0j,(3.4633500990882338+0j),(-2.631862496284751+0j),-1.0874761616210883e-16j
1.951951951951952,(1.0000000000000002+0j),0j,(3.49513042480267+0j),(-2.6439101454004983+0j),-1.0475347280207438e-16j
1.966966966966967,(1+0j),0j,(3.5268165765473065+0j),(-2.6558676851353797+0j),-1.0674363097429179e-16j
1.981981981981982,(1.0000000000000002+0j),0j,(3.558407117619317+0j),(-2.6677357896885243+0j),-1.5614667553984332e-16j
1.996996996996997,(1.0000000000000002+0j),0j,(3.5899006560832123+0j),(-2.679515127982963+0j),-1.3722303379295376e-16j
2.012012012012012,(1.0000000000000004+0j),0j,(3.62129584194291+0j),(-2.6912063639323733+0j),4.760739991024312e-17j
2.027027027027027,(1.0000000000000002+0j),0j,(3.652591366036563+0j),(-2.702810156495317+0j),-9.062830150808443e-17j
2.042042042042042,(1.0000000000000002+0j),0j,(3.6837859597046934+0j),(-2.7143271596906606+0j),6.6412619784706465e-18j
2.057057057057057,(1.0000000000000002+0j),0j,(3.714878393124942+0j),(-2.725758022674804+0j),-8.532856550437337e-18j
2.0720720720720722,(1.0000000000000002+0j),0j,(3.745867476112734+0j),(-2.7371033897044557+0j),4.079830211775532e-17j
2.0870870870870872,(1.0000000000000004+0j),0j,(3.7767520572680717+0j),(-2.7483639001916376+0j),1.1370328956905012e-16j
2.1021021021021022,(1.0000000000000002+0j),0j,(3.8075310203759964+0j),(-2.7595401888619646+0j),-3.307612216041679e-17j
2.1171171171171173,(1.0000000000000002+0j),0j,(3.8382032869771114+0j),(-2.7706328856337117+0j),-2.255615144999178e-17j
2.1321321321321323,(1.0000000000000004+0j),0j,(3.868767814698566+0j),(-2.7816426156880665+0j),9.74247723937564e-18j
2.1471471471471473,(1.0000000000000002+0j),0j,(3.899223596078151+0j),(-2.792569999570792+0j),1.2269698023246649e-17j
2.1621621621621623,(1.0000000000000002+0j),0j,(3.9295696578745307+0j),(-2.803415653231907+0j),-1.3103238243967883e-17j
2.1771771771771773,(1.0000000000000002+0j),0j,(3.9598050614748583+0j),(-2.8141801879166692+0j),-1.1359714670491008e-16j
2.1921921921921923,(1.0000000000000002+0j),0j,(3.9899289009509578+0j),(-2.82486421037383+0j),1.053982168417891e-17j
2.2072072072072073,(1.0000000000000002+0j),0j,(4.019940303029244+0j),(-2.8354683228085604+0j),-4.388214752984974e-18j
2.2222222222222223,(1.0000000000000002+0j),0j,(4.04983842720921+0j),(-2.8459931227921254+0j),3.4787030832155964e-17j
2.2372372372372373,(1.0000000000000004+0j),0j,(4.07962246229734+0j),(-2.8564392037375543+0j),1.2248671702839265e-17j
2.2522522522522523,(1.0000000000000002+0j),0j,(4.109291628698606+0j),(-2.866807154528055+0j),1.7505684322323237e-17j
2.2672672672672673,(1.0000000000000004+0j),0j,(4.138845177120358+0j),(-2.877097559548837+0j),-7.851763578659338e-17j
2.2822822822822824,(1.0000000000000004+0j),0j,(4.168282392954317+0j),(-2.887310998199773+0j),-8.314547001730521e-19j
2.2972972972972974,(1.0000000000000004+0j),0j,(4.197602583272251+0j),(-2.897448046443371+0j),-5.976800452175497e-17j
2.3123123123123124,(1.0000000000000004+0j),0j,(4.226805086261324+0j),(-2.907509275662806+0j),-1.1113590777283863e-16j
2.3273273273273274,(1.0000000000000004+0j),0j,(4.255889267429253+0j),(-2.917495252964379+0j),-1.0222584271655783e-16j
2.3423423423423424,(1.0000000000000004+0j),0j,(4.284854520341834+0j),(-2.927406541171037+0j),-1.353364908292306e-16j
2.3573573573573574,(1.0000000000000004+0j),0j,(4.313700265278383+0j),(-2.9372436989384623+0j),-2.0497143923744084e-16j
2.3723723723723724,(1.0000000000000004+0j),0j,(4.342425948066286+0j),(-2.9470072807149967+0j),-3.6022433920629655e-16j
2.3873873873873874,(1.0000000000000004+0j),0j,(4.371031041022756+0j),(-2.9566978367451053+0j),-3.705230337480779e-16j
2.4024024024024024,(1.0000000000000004+0j),0j,(4.399515041164549+0j),(-2.966315913248528+0j),-3.334483703092308e-16j
2.4174174174174174,(1.0000000000000004+0j),0j,(4.427877470377059+0j),(-2.9758620523263524+0j),-1.9813915008072084e-16j
2.4324324324324325,(1.0000000000000004+0j),0j,(4.456117874747155+0j),(-2.985336792028614+0j),-2.294587568302726e-16j
2.4474474474474475,(1.0000000000000007+0j),0j,(4.484235824045295+0j),(-2.994740666384207+0j),-3.3068983972573164e-16j
2.4624624624624625,(1.0000000000000004+0j),0j,(4.512230911262237+0j),(-3.0040742054287977+0j),-1.8872157850661075e-16j
2.4774774774774775,(1.0000000000000007+0j),0j,(4.540102752360664+0j),(-3.0133379351848246+0j),-8.208050920424895e-17j
2.4924924924924925,(1.0000000000000007+0j),0j,(4.567850984957672+0j),(-3.022532377847051+0j),-2.477323519793049e-16j
2.5075075075075075,(1.0000000000000007+0j),0j,(4.595475268327827+0j),(-3.0316580518038387+0j),-3.3191627030745613e-16j
2.5225225225225225,(1.0000000000000004+0j),0j,(4.622975282657416+0j),(-3.0407154715485856+0j),-2.3931946829318397e-16j
2.5375375375375375,(1.0000000000000007+0j),0j,(4.65035073314499+0j),(-3.049705147116556+0j),-2.8857188798367964e-16j
2.5525525525525525,(1.0000000000000004+0j),0j,(4.677601342991281+0j),(-3.058627585108886+0j),-2.8273178159415614e-16j
2.5675675675675675,(1.0000000000000004+0j),0j,(4.704726853546601+0j),(-3.0674832886664367+0j),-2.303778722981317e-16j
2.5825825825825826,(1.0000000000000004+0j),0j,(4.731727027939074+0j),(-3.0762727568784407+0j),-2.5205837062350165e-16j
2.5975975975975976,(1.0000000000000007+0j),0j,(4.758601647466194+0j),(-3.084996485169475+0j),-3.8486312733909307e-16j
2.6126126126126126,(1.0000000000000007+0j),0j,(4.7853505128160805+0j),(-3.0936549652395007+0j),-3.528525931718102e-16j
2.6276276276276276,(1.0000000000000004+0j),0j,(4.81197344321169+0j),(-3.102248685075792+0j),-3.745389424538254e-16j
2.6426426426426426,(1.0000000000000007+0j),0j,(4.838470275802969+0j),(-3.110778129047988+0j),-3.63147205564863e-16j
2.6576576576576576,(1.0000000000000007+0j),0j,(4.86484086525583+0j),(-3.1192437779379603+0j),-4.122413604710655e-16j
2.6726726726726726,(1.0000000000000007+0j),0j,(4.891085083860784+0j),(-3.1276461088648726+0j),-3.9764353655460823e-16j
2.6876876876876876,(1.0000000000000007+0j),0j,(4.917202820640215+0j),(-3.135985595422269+0j),-2.6364305296239824e-16j
2.7027027027027026,(1.0000000000000007+0j),0j,(4.943193981166786+0j),(-3.1442627076636445+0j),-2.2263683827950825e-16j
2.7177177177177176,(1.0000000000000004+0j),0j,(4.969058487638046+0j),(-3.1524779120181057+0j),-3.6116977769437755e-16j
2.7327327327327327,(1.0000000000000004+0j),0j,(4.994796276952087+0j),(-3.1606316717245786+0j),-3.427057118211966e-16j
2.7477477477477477,(1.0000000000000004+0j),0j,(5.0204073017515025+0j),(-3.168724446464684+0j),-3.5946161316268727e-16j
2.7627627627627627,(1.0000000000000004+0j),0j,(5.045891531579353+0j),(-3.17675669213642+0j),-3.6927421284973326e-16j
2.7777777777777777,(1.0000000000000004+0j),0j,(5.071248950826122+0j),(-3.1847288612358136+0j),-3.5533001838339607e-16j
2.7927927927927927,(1.0000000000000004+0j),0j,(5.096479555970014+0j),(-3.1926414033404917+0j),-3.5299409584828264e-16j
2.8078078078078077,(1.0000000000000004+0j),0j,(5.121583359242744+0j),(-3.2004947644050086+0j),-3.0692436348071116e-16j
2.8228228228228227,(1.0000000000000004+0j),0j,(5.146560386096904+0j),(-3.208289387086179+0j),-2.901259163054902e-16j
2.8378378378378377,(1.0000000000000004+0j),0j,(5.171410672187266+0j),(-3.2160257116720334+0j),-2.155077211593275e-16j
2.8528528528528527,(1.0000000000000004+0j),0j,(5.196134281894941+0j),(-3.223704171234343+0j),-2.3971776787974584e-16j
2.8678678678678677,(1.0000000000000004+0j),0j,(5.220731269200769+0j),(-3.2313252014318916+0j),-2.4393135387423145e-16j
2.8828828828828827,(1.0000000000000004+0j),0j,(5.245201716110197+0j),(-3.238889230952537+0j),-1.739581747154152e-16j
2.8978978978978978,(1.0000000000000004+0j),0j,(5.269545713105117+0j),(-3.2463966861134637+0j),-2.1982986432143214e-16j
2.9129129129129128,(1.0000000000000004+0j),0j,(5.293763362838561+0j),(-3.2538479900379427+0j),-2.1585715886430786e-16j
2.9279279279279278,(1.0000000000000002+0j),0j,(5.317854779755137+0j),(-3.261243562697558+0j),-3.267785425268968e-16j
2.942942942942943,(1.0000000000000004+0j),0j,(5.3418200898222565+0j),(-3.2685838209290208+0j),-2.3047752682732914e-16j
2.957957957957958,(1.0000000000000004+0j),0j,(5.365659430240728+0j),(-3.2758691784578287+0j),-2.599605096425184e-16j
2.972972972972973,(1.0000000000000004+0j),0j,(5.3893729492540405+0j),(-3.2831000458976285+0j),-2.9997828519934284e-16j
2.987987987987988,(1.0000000000000004+0j),0j,(5.412960805771681+0j),(-3.2902768308082093+0j),-3.147359908536658e-16j
3.003003003003003,(1.0000000000000004+0j),0j,(5.436423169232088+0j),(-3.2973999376723766+0j),-2.9707345375891426e-16j
3.018018018018018,(1.0000000000000004+0j),0j,(5.459760219023884+0j),(-3.3044697680234414+0j),-1.7451664638569451e-16j
3.033033033033033,(1.0000000000000007+0j),0j,(5.482972144526411+0j),(-3.3114867204386695+0j),-2.3798125138419007e-16j
3.048048048048048,(1.0000000000000004+0j),0j,(5.506059144601272+0j),(-3.3184511905020067+0j),-3.484213696836397e-16j
3.063063063063063,(1.0000000000000004+0j),0j,(5.529021429567006+0j),(-3.32536357036241+0j),-3.3961460591966427e-16j
3.078078078078078,(1.0000000000000007+0j),0j,(5.5518592170479115+0j),(-3.3322242496975805+0j),-2.742446078065932e-16j
3.093093093093093,(1.0000000000000004+0j),0j,(5.57457273386469+0j),(-3.3390336152721876+0j),-3.4796294550504325e-16j
3.108108108108108,(1.0000000000000002+0j),0j,(5.597162215974597+0j),(-3.3457920508969217+0j),-3.6532713248552237e-16j
3.123123123123123,(1.0000000000000004+0j),0j,(5.619627907658106+0j),(-3.3524999375005313+0j),-4.1837294070597154e-16j
3.138138138138138,(1.0000000000000002+0j),0j,(5.64197006173225+0j),(-3.3591576531554503+0j),-4.531937981456194e-16j
3.153153153153153,(1.0000000000000004+0j),0j,(5.66418893916739+0j),(-3.3657655730923826+0j),-4.1981269834716455e-16j
3.168168168168168,(1.0000000000000004+0j),0j,(5.686284808764139+0j),(-3.3723240697705927+0j),-4.44593554214937e-16j
3.183183183183183,(1.0000000000000004+0j),0j,(5.708257947104609+0j),(-3.378833512846886+0j),-3.766638479079917e-16j
3.198198198198198,(1.0000000000000004+0j),0j,(5.730108638274034+0j),(-3.38529426921721+0j),-3.092433447769132e-16j
3.2132132132132134,(1.0000000000000004+0j),0j,(5.751837173710702+0j),(-3.3917067030223214+0j),-2.1157534337043847e-16j
3.2282282282282284,(1.0000000000000004+0j),0j,(5.77344385353282+0j),(-3.3980711750632207+0j),-2.5289934572144904e-16j
3.2432432432432434,(1.0000000000000004+0j),0j,(5.794928983228318+0j),(-3.4043880440407697+0j),-3.1153334160245974e-16j
3.2582582582582584,(1.0000000000000004+0j),0j,(5.8162928715580815+0j),(-3.410657667334243+0j),-1.9705234979701476e-16j
